"NGAsubRSN","NGAsubEQID","NGAsubSSN"
4006864,4000033,4000312
4006865,4000033,4000313
4006866,4000033,4000314
4006867,4000033,4000315
4006868,4000033,4000316
4006869,4000033,4000317
4006870,4000033,4000318
4006871,4000033,4000319
4006872,4000033,4000320
4006873,4000033,4000321
4006874,4000033,4000322
4006875,4000033,4000323
4006876,4000033,4000324
4006879,4000033,4000328
4006880,4000033,4000329
4006881,4000033,4000330
4006883,4000033,4000332
4006884,4000033,4000333
4006885,4000033,4000334
4006886,4000033,4000335
4006887,4000033,4000336
4006888,4000033,4000337
4006889,4000033,4000338
4006890,4000033,4000340
4006891,4000033,4000341
4006892,4000033,4000342
4006893,4000033,4000358
4006894,4000033,4000359
4006895,4000033,4000363
4006896,4000033,4000364
4006897,4000033,4000365
4006898,4000033,4000367
4006899,4000033,4000368
4006900,4000033,4000369
4006901,4000033,4000370
4006902,4000033,4000371
4006903,4000033,4000372
4006923,4000033,4000443
4006924,4000033,4000444
4006925,4000033,4000445
4006926,4000033,4000446
4006927,4000033,4000447
4006928,4000033,4000448
4006929,4000033,4000449
4006930,4000033,4000450
4006931,4000033,4000451
4006932,4000033,4000452
4006933,4000033,4000453
4006934,4000033,4000454
4006935,4000033,4000455
4006936,4000033,4000456
4006937,4000033,4000457
4006938,4000033,4000458
4006939,4000033,4000459
4006940,4000033,4001273
4006941,4000033,4000461
4006942,4000033,4000462
4006943,4000033,4000463
4006944,4000033,4000464
4006945,4000033,4000465
4006946,4000033,4000466
4006947,4000033,4000467
4006959,4000033,4000516
4006960,4000033,4000518
4006961,4000033,4000519
4006962,4000033,4000520
4006963,4000033,4000521
4006964,4000033,4000522
4006965,4000033,4000523
4006966,4000033,4000557
4007003,4000033,4000674
4007004,4000033,4000675
4007005,4000033,4000676
4007006,4000033,4000677
4007007,4000033,4000680
4007008,4000033,4000681
4007009,4000033,4000682
4007010,4000033,4000683
4007011,4000033,4000684
4007012,4000033,4000685
4007019,4000034,4000307
4007020,4000034,4000308
4007021,4000034,4000309
4007022,4000034,4000310
4007023,4000034,4000311
4007024,4000034,4000312
4007025,4000034,4000313
4007026,4000034,4000314
4007027,4000034,4000315
4007028,4000034,4000316
4007029,4000034,4000318
4007030,4000034,4000319
4007031,4000034,4000320
4007032,4000034,4000321
4007033,4000034,4000322
4007034,4000034,4000323
4007035,4000034,4000324
4007039,4000034,4000329
4007040,4000034,4000330
4007043,4000034,4000334
4007044,4000034,4000335
4007045,4000034,4000336
4007046,4000034,4000337
4007048,4000034,4000339
4007049,4000034,4000340
4007050,4000034,4000341
4007051,4000034,4000342
4007082,4000034,4000443
4007083,4000034,4000444
4007084,4000034,4000445
4007085,4000034,4000446
4007086,4000034,4000447
4007087,4000034,4000448
4007088,4000034,4000449
4007089,4000034,4000450
4007090,4000034,4000451
4007091,4000034,4000452
4007092,4000034,4000453
4007093,4000034,4000454
4007094,4000034,4000455
4007095,4000034,4000456
4007096,4000034,4000457
4007097,4000034,4000458
4007098,4000034,4000459
4007099,4000034,4001273
4007100,4000034,4000461
4007101,4000034,4000462
4007102,4000034,4000463
4007103,4000034,4000464
4007104,4000034,4000465
4007105,4000034,4000466
4007106,4000034,4000467
4007123,4000034,4000516
4007124,4000034,4000518
4007125,4000034,4000519
4007126,4000034,4000520
4007127,4000034,4000521
4007128,4000034,4000522
4007129,4000034,4000523
4007169,4000034,4000674
4007174,4000034,4000681
4007184,4000035,4001270
4007190,4000035,4000289
4007192,4000035,4000291
4007193,4000035,4000293
4007194,4000035,4000294
4007195,4000035,4000295
4007196,4000035,4000299
4007197,4000035,4000300
4007198,4000035,4000301
4007199,4000035,4000302
4007200,4000035,4000303
4007201,4000035,4000304
4007202,4000035,4000305
4007203,4000035,4000306
4007204,4000035,4000307
4007205,4000035,4000308
4007206,4000035,4000309
4007207,4000035,4000310
4007208,4000035,4000311
4007209,4000035,4000312
4007210,4000035,4000313
4007211,4000035,4000314
4007212,4000035,4000315
4007213,4000035,4000316
4007214,4000035,4000317
4007215,4000035,4000318
4007216,4000035,4000319
4007217,4000035,4000320
4007218,4000035,4000321
4007219,4000035,4000322
4007220,4000035,4000323
4007221,4000035,4000324
4007222,4000035,4000325
4007223,4000035,4000327
4007224,4000035,4000328
4007225,4000035,4000329
4007226,4000035,4000330
4007227,4000035,4000331
4007228,4000035,4000332
4007229,4000035,4000333
4007230,4000035,4000334
4007231,4000035,4000335
4007232,4000035,4000336
4007233,4000035,4000337
4007234,4000035,4000338
4007235,4000035,4000339
4007236,4000035,4000340
4007237,4000035,4000341
4007238,4000035,4000342
4007239,4000035,4000343
4007240,4000035,4000344
4007241,4000035,4000345
4007242,4000035,4000346
4007243,4000035,4000347
4007244,4000035,4000348
4007245,4000035,4001309
4007246,4000035,4000349
4007247,4000035,4000350
4007248,4000035,4000351
4007251,4000035,4000356
4007252,4000035,4000357
4007253,4000035,4000358
4007254,4000035,4000359
4007255,4000035,4000360
4007256,4000035,4000361
4007257,4000035,4000362
4007258,4000035,4000363
4007259,4000035,4000364
4007260,4000035,4000365
4007261,4000035,4000366
4007262,4000035,4000367
4007263,4000035,4000368
4007264,4000035,4001310
4007265,4000035,4000369
4007266,4000035,4000370
4007267,4000035,4000371
4007268,4000035,4000372
4007269,4000035,4000373
4007270,4000035,4000374
4007271,4000035,4000375
4007272,4000035,4000376
4007273,4000035,4000379
4007274,4000035,4000380
4007275,4000035,4000383
4007276,4000035,4000384
4007277,4000035,4000385
4007278,4000035,4000386
4007279,4000035,4000387
4007280,4000035,4000388
4007281,4000035,4000389
4007282,4000035,4000391
4007283,4000035,4000392
4007284,4000035,4000393
4007285,4000035,4000394
4007286,4000035,4000395
4007287,4000035,4000396
4007288,4000035,4000397
4007289,4000035,4000398
4007290,4000035,4000399
4007291,4000035,4000400
4007292,4000035,4000401
4007293,4000035,4000402
4007294,4000035,4000403
4007295,4000035,4000404
4007296,4000035,4000405
4007297,4000035,4000406
4007298,4000035,4001287
4007299,4000035,4000407
4007300,4000035,4000408
4007301,4000035,4000409
4007306,4000035,4001288
4007307,4000035,4000415
4007308,4000035,4001301
4007309,4000035,4000416
4007310,4000035,4000417
4007311,4000035,4000418
4007312,4000035,4000419
4007313,4000035,4000420
4007314,4000035,4000421
4007315,4000035,4000422
4007316,4000035,4000423
4007317,4000035,4000424
4007318,4000035,4000425
4007319,4000035,4000426
4007320,4000035,4000427
4007321,4000035,4000428
4007322,4000035,4000429
4007323,4000035,4000431
4007324,4000035,4000432
4007325,4000035,4000433
4007326,4000035,4000434
4007327,4000035,4000435
4007328,4000035,4000436
4007329,4000035,4000437
4007330,4000035,4000438
4007331,4000035,4000439
4007332,4000035,4000443
4007333,4000035,4000444
4007334,4000035,4000445
4007335,4000035,4000446
4007336,4000035,4000447
4007337,4000035,4000448
4007338,4000035,4000449
4007339,4000035,4000450
4007340,4000035,4000451
4007341,4000035,4000452
4007342,4000035,4000453
4007343,4000035,4000454
4007344,4000035,4000455
4007345,4000035,4000457
4007346,4000035,4000458
4007347,4000035,4000459
4007348,4000035,4001273
4007349,4000035,4000460
4007350,4000035,4000462
4007351,4000035,4000463
4007352,4000035,4000464
4007353,4000035,4000465
4007354,4000035,4000467
4007359,4000035,4000472
4007360,4000035,4000473
4007363,4000035,4000476
4007364,4000035,4000477
4007365,4000035,4000478
4007366,4000035,4000479
4007367,4000035,4000480
4007368,4000035,4000482
4007369,4000035,4000483
4007370,4000035,4000484
4007371,4000035,4000485
4007372,4000035,4000486
4007373,4000035,4000489
4007374,4000035,4000490
4007375,4000035,4000491
4007376,4000035,4000492
4007377,4000035,4000493
4007378,4000035,4000494
4007379,4000035,4000495
4007380,4000035,4000496
4007381,4000035,4000497
4007382,4000035,4000498
4007385,4000035,4000507
4007387,4000035,4000515
4007388,4000035,4000516
4007389,4000035,4000518
4007390,4000035,4000519
4007391,4000035,4000520
4007392,4000035,4000521
4007393,4000035,4000522
4007394,4000035,4000523
4007396,4000035,4000529
4007397,4000035,4000530
4007398,4000035,4000531
4007399,4000035,4000532
4007400,4000035,4000533
4007401,4000035,4000534
4007402,4000035,4000535
4007403,4000035,4000536
4007404,4000035,4000537
4007405,4000035,4000538
4007406,4000035,4000539
4007407,4000035,4000540
4007408,4000035,4000541
4007409,4000035,4000542
4007410,4000035,4000543
4007411,4000035,4000544
4007412,4000035,4000545
4007413,4000035,4000546
4007414,4000035,4000547
4007415,4000035,4000548
4007416,4000035,4000549
4007417,4000035,4000550
4007418,4000035,4000552
4007419,4000035,4000553
4007420,4000035,4000554
4007421,4000035,4000555
4007422,4000035,4000556
4007423,4000035,4000557
4007424,4000035,4000558
4007425,4000035,4000559
4007426,4000035,4000560
4007427,4000035,4000561
4007428,4000035,4000562
4007429,4000035,4000563
4007430,4000035,4000564
4007431,4000035,4000565
4007432,4000035,4000566
4007433,4000035,4000567
4007434,4000035,4000568
4007435,4000035,4000569
4007436,4000035,4000570
4007437,4000035,4000571
4007438,4000035,4000572
4007443,4000035,4000576
4007448,4000035,4000581
4007449,4000035,4000582
4007455,4000035,4000588
4007456,4000035,4000589
4007457,4000035,4000590
4007458,4000035,4000591
4007459,4000035,4000592
4007460,4000035,4000593
4007461,4000035,4000594
4007462,4000035,4000595
4007463,4000035,4000596
4007465,4000035,4000599
4007466,4000035,4000600
4007467,4000035,4000601
4007468,4000035,4000602
4007469,4000035,4000603
4007470,4000035,4000604
4007471,4000035,4000605
4007472,4000035,4000606
4007473,4000035,4000607
4007474,4000035,4000608
4007481,4000035,4000614
4007482,4000035,4001289
4007483,4000035,4000615
4007484,4000035,4000616
4007485,4000035,4000617
4007486,4000035,4000618
4007487,4000035,4000619
4007488,4000035,4000620
4007489,4000035,4000621
4007490,4000035,4000623
4007491,4000035,4000624
4007492,4000035,4000625
4007493,4000035,4000626
4007494,4000035,4000627
4007495,4000035,4000628
4007496,4000035,4000629
4007497,4000035,4000630
4007498,4000035,4000631
4007499,4000035,4000632
4007500,4000035,4000633
4007501,4000035,4000634
4007502,4000035,4000635
4007503,4000035,4000636
4007504,4000035,4001277
4007505,4000035,4000637
4007506,4000035,4000638
4007507,4000035,4000639
4007508,4000035,4000640
4007509,4000035,4000641
4007510,4000035,4000642
4007511,4000035,4000643
4007512,4000035,4000644
4007513,4000035,4000645
4007514,4000035,4000646
4007515,4000035,4000647
4007516,4000035,4000648
4007517,4000035,4000649
4007518,4000035,4000650
4007519,4000035,4000651
4007520,4000035,4000652
4007521,4000035,4000653
4007522,4000035,4000654
4007523,4000035,4000655
4007524,4000035,4000656
4007525,4000035,4000657
4007526,4000035,4000658
4007527,4000035,4000659
4007531,4000035,4000660
4007532,4000035,4000661
4007533,4000035,4000662
4007534,4000035,4001280
4007535,4000035,4000666
4007536,4000035,4000667
4007537,4000035,4000668
4007538,4000035,4000669
4007539,4000035,4000670
4007540,4000035,4000671
4007541,4000035,4000672
4007542,4000035,4000673
4007543,4000035,4000674
4007544,4000035,4000675
4007545,4000035,4000676
4007546,4000035,4000677
4007547,4000035,4000678
4007548,4000035,4000679
4007549,4000035,4000680
4007550,4000035,4000681
4007551,4000035,4001322
4007552,4000035,4000682
4007553,4000035,4000683
4007554,4000035,4000684
4007555,4000035,4000685
4008074,4000038,4000343
4008075,4000038,4000344
4008076,4000038,4000345
4008077,4000038,4000346
4008078,4000038,4000347
4008079,4000038,4000348
4008080,4000038,4001309
4008081,4000038,4000349
4008082,4000038,4000350
4008083,4000038,4000351
4008087,4000038,4000363
4008089,4000038,4000365
4008090,4000038,4000366
4008091,4000038,4000367
4008092,4000038,4000368
4008109,4000038,4000397
4008110,4000038,4000398
4008113,4000038,4000401
4008114,4000038,4000402
4008116,4000038,4000404
4008117,4000038,4000416
4008118,4000038,4000417
4008119,4000038,4000418
4008120,4000038,4000419
4008121,4000038,4000420
4008122,4000038,4000421
4008123,4000038,4000422
4008124,4000038,4000423
4008125,4000038,4000424
4008126,4000038,4000425
4008127,4000038,4000426
4008128,4000038,4000427
4008129,4000038,4000480
4008130,4000038,4000481
4008131,4000038,4000482
4008132,4000038,4000483
4008133,4000038,4000484
4008134,4000038,4000485
4008135,4000038,4000486
4008175,4000038,4000599
4008176,4000038,4000600
4008177,4000038,4000601
4008178,4000038,4000602
4008179,4000038,4000603
4008180,4000038,4000604
4008181,4000038,4000605
4008182,4000038,4000606
4008183,4000038,4000607
4008184,4000038,4000608
4008188,4000038,4000628
4008190,4000038,4000630
4008191,4000038,4000631
4008192,4000038,4000632
4008193,4000038,4000633
4008194,4000038,4000634
4008195,4000038,4000635
4008197,4000038,4001277
4008198,4000038,4000637
4008199,4000038,4000638
4008200,4000038,4000639
4008201,4000038,4000640
4008202,4000038,4000641
4008203,4000038,4000642
4008204,4000038,4000643
4008205,4000038,4000645
4008206,4000038,4000646
4008207,4000038,4000657
4008208,4000038,4000658
4008209,4000038,4000659
4008211,4000038,4001280
4008214,4000038,4000668
4008217,4000038,4000671
4008218,4000038,4000672
4008219,4000038,4000673
4008349,4000040,4000639
4008350,4000040,4000640
4008351,4000040,4000641
4008352,4000040,4000642
4008353,4000040,4000643
4008354,4000040,4000645
4008355,4000040,4000646
4008359,4000040,4000657
4008360,4000040,4001279
4008361,4000040,4000658
4008362,4000040,4000659
4008367,4000040,4000668
4008370,4000040,4000671
4008390,4000040,4000343
4008391,4000040,4000344
4008392,4000040,4000345
4008393,4000040,4000346
4008394,4000040,4000347
4008395,4000040,4000348
4008396,4000040,4000349
4008397,4000040,4000350
4008398,4000040,4000351
4008407,4000040,4000368
4008425,4000040,4000397
4008430,4000040,4000402
4008432,4000040,4000404
4008433,4000040,4000416
4008434,4000040,4000417
4008435,4000040,4000418
4008436,4000040,4000419
4008437,4000040,4000420
4008438,4000040,4000421
4008439,4000040,4000422
4008440,4000040,4000423
4008441,4000040,4000424
4008442,4000040,4000425
4008443,4000040,4000426
4008444,4000040,4000427
4008451,4000040,4000480
4008452,4000040,4000481
4008453,4000040,4000482
4008454,4000040,4000483
4008455,4000040,4000484
4008456,4000040,4000485
4008457,4000040,4000486
4008501,4000040,4000599
4008502,4000040,4000600
4008503,4000040,4000601
4008504,4000040,4000602
4008505,4000040,4000603
4008506,4000040,4000604
4008507,4000040,4000605
4008508,4000040,4000606
4008509,4000040,4000607
4008510,4000040,4000608
4008516,4000040,4000628
4008519,4000040,4000631
4008525,4000040,4001324
4008526,4000040,4001277
4008528,4000040,4000638
4008542,4000041,4000307
4008543,4000041,4000308
4008544,4000041,4000309
4008545,4000041,4000310
4008546,4000041,4000311
4008547,4000041,4000312
4008548,4000041,4000313
4008549,4000041,4000314
4008550,4000041,4000315
4008551,4000041,4000316
4008552,4000041,4001325
4008553,4000041,4000317
4008554,4000041,4000318
4008555,4000041,4000319
4008556,4000041,4000320
4008557,4000041,4000321
4008558,4000041,4000322
4008559,4000041,4000323
4008560,4000041,4000324
4008561,4000041,4000325
4008562,4000041,4000327
4008563,4000041,4000328
4008564,4000041,4000329
4008565,4000041,4000330
4008566,4000041,4000331
4008567,4000041,4000332
4008568,4000041,4000333
4008569,4000041,4000334
4008570,4000041,4000335
4008571,4000041,4000336
4008572,4000041,4000337
4008573,4000041,4000338
4008574,4000041,4000339
4008575,4000041,4000340
4008576,4000041,4000341
4008577,4000041,4000342
4008582,4000041,4000358
4008583,4000041,4000359
4008585,4000041,4000363
4008586,4000041,4000364
4008587,4000041,4000365
4008588,4000041,4000367
4008589,4000041,4000368
4008590,4000041,4000369
4008591,4000041,4000371
4008592,4000041,4000372
4008600,4000041,4000405
4008601,4000041,4000406
4008602,4000041,4001287
4008603,4000041,4001326
4008604,4000041,4000407
4008605,4000041,4000408
4008606,4000041,4000409
4008607,4000041,4001288
4008608,4000041,4000415
4008609,4000041,4001301
4008621,4000041,4000428
4008622,4000041,4000429
4008623,4000041,4000431
4008624,4000041,4000432
4008625,4000041,4000433
4008626,4000041,4000434
4008627,4000041,4000435
4008628,4000041,4000436
4008629,4000041,4000443
4008630,4000041,4000444
4008631,4000041,4000445
4008632,4000041,4000446
4008633,4000041,4000447
4008634,4000041,4000448
4008635,4000041,4000449
4008636,4000041,4000450
4008637,4000041,4000451
4008638,4000041,4000452
4008639,4000041,4000453
4008640,4000041,4000454
4008641,4000041,4000455
4008642,4000041,4000456
4008643,4000041,4000457
4008644,4000041,4000458
4008645,4000041,4000459
4008646,4000041,4001302
4008647,4000041,4000460
4008648,4000041,4000461
4008649,4000041,4000462
4008650,4000041,4000463
4008651,4000041,4000464
4008652,4000041,4000465
4008653,4000041,4000466
4008654,4000041,4000467
4008659,4000041,4000472
4008660,4000041,4000473
4008666,4000041,4000478
4008676,4000041,4000490
4008679,4000041,4000493
4008681,4000041,4000495
4008682,4000041,4000496
4008683,4000041,4000497
4008685,4000041,4000516
4008686,4000041,4000517
4008687,4000041,4000518
4008688,4000041,4000519
4008689,4000041,4000520
4008690,4000041,4000521
4008691,4000041,4000522
4008692,4000041,4000523
4008705,4000041,4000557
4008706,4000041,4000559
4008708,4000041,4000561
4008709,4000041,4000562
4008710,4000041,4000564
4008719,4000041,4000581
4008720,4000041,4000582
4008726,4000041,4000589
4008727,4000041,4000590
4008728,4000041,4000591
4008729,4000041,4000592
4008730,4000041,4000593
4008731,4000041,4000594
4008732,4000041,4000596
4008752,4000041,4000616
4008754,4000041,4000618
4008755,4000041,4000619
4008768,4000041,4000649
4008769,4000041,4000650
4008770,4000041,4000651
4008771,4000041,4000652
4008772,4000041,4000653
4008773,4000041,4000654
4008774,4000041,4000655
4008775,4000041,4000656
4008781,4000041,4000674
4008782,4000041,4000675
4008783,4000041,4000676
4008784,4000041,4000677
4008785,4000041,4000680
4008786,4000041,4000681
4008787,4000041,4000682
4008788,4000041,4000683
4008789,4000041,4000684
4008790,4000041,4000685
4009074,4000043,4000307
4009075,4000043,4000308
4009076,4000043,4000309
4009077,4000043,4000310
4009078,4000043,4000311
4009079,4000043,4000312
4009080,4000043,4000313
4009081,4000043,4000314
4009082,4000043,4000315
4009083,4000043,4000316
4009084,4000043,4001325
4009085,4000043,4000317
4009086,4000043,4000318
4009087,4000043,4000319
4009088,4000043,4000320
4009089,4000043,4000321
4009090,4000043,4000322
4009091,4000043,4000323
4009092,4000043,4000324
4009094,4000043,4000327
4009095,4000043,4000328
4009096,4000043,4000329
4009097,4000043,4000330
4009098,4000043,4000331
4009099,4000043,4000332
4009100,4000043,4000333
4009101,4000043,4000334
4009102,4000043,4000335
4009103,4000043,4000336
4009104,4000043,4000337
4009105,4000043,4000338
4009106,4000043,4000339
4009107,4000043,4000340
4009108,4000043,4000341
4009109,4000043,4000342
4009114,4000043,4000356
4009115,4000043,4000358
4009116,4000043,4000359
4009117,4000043,4000363
4009118,4000043,4000364
4009119,4000043,4000365
4009120,4000043,4000367
4009121,4000043,4000368
4009122,4000043,4000369
4009123,4000043,4000370
4009124,4000043,4000371
4009125,4000043,4000372
4009140,4000043,4000419
4009141,4000043,4000420
4009142,4000043,4000421
4009152,4000043,4000443
4009153,4000043,4000444
4009154,4000043,4000445
4009155,4000043,4000446
4009156,4000043,4000447
4009157,4000043,4000448
4009158,4000043,4000449
4009159,4000043,4000450
4009160,4000043,4000451
4009161,4000043,4000452
4009162,4000043,4000453
4009163,4000043,4000454
4009164,4000043,4000455
4009165,4000043,4000456
4009166,4000043,4000457
4009167,4000043,4000458
4009168,4000043,4000459
4009169,4000043,4001273
4009170,4000043,4001302
4009171,4000043,4000460
4009172,4000043,4000461
4009173,4000043,4000462
4009174,4000043,4000463
4009175,4000043,4000464
4009176,4000043,4000465
4009177,4000043,4000466
4009178,4000043,4000467
4009198,4000043,4000516
4009199,4000043,4000517
4009200,4000043,4000518
4009201,4000043,4000519
4009202,4000043,4000520
4009203,4000043,4000521
4009204,4000043,4000522
4009205,4000043,4000523
4009207,4000043,4000557
4009208,4000043,4000561
4009209,4000043,4000562
4009210,4000043,4000564
4009268,4000043,4000674
4009269,4000043,4000675
4009270,4000043,4000676
4009271,4000043,4000677
4009272,4000043,4000680
4009273,4000043,4000681
4009274,4000043,4000682
4009275,4000043,4000683
4009276,4000043,4000684
4009277,4000043,4000685
4009278,4000044,4000307
4009279,4000044,4000308
4009280,4000044,4000309
4009281,4000044,4000310
4009282,4000044,4000311
4009283,4000044,4000312
4009288,4000044,4001325
4009289,4000044,4000318
4009290,4000044,4000319
4009291,4000044,4000320
4009292,4000044,4000321
4009293,4000044,4000322
4009294,4000044,4000323
4009295,4000044,4000324
4009308,4000044,4000342
4009309,4000044,4000343
4009310,4000044,4000344
4009311,4000044,4000345
4009312,4000044,4000347
4009313,4000044,4001271
4009315,4000044,4000356
4009316,4000044,4000358
4009317,4000044,4000359
4009318,4000044,4000360
4009319,4000044,4000361
4009320,4000044,4000363
4009321,4000044,4000364
4009322,4000044,4000365
4009323,4000044,4000366
4009324,4000044,4000367
4009325,4000044,4000368
4009326,4000044,4000369
4009327,4000044,4000370
4009328,4000044,4000371
4009329,4000044,4000372
4009330,4000044,4000373
4009331,4000044,4000397
4009332,4000044,4000398
4009333,4000044,4000399
4009334,4000044,4000400
4009335,4000044,4000401
4009336,4000044,4000402
4009337,4000044,4000403
4009338,4000044,4000404
4009339,4000044,4000417
4009340,4000044,4000418
4009341,4000044,4000419
4009342,4000044,4000420
4009343,4000044,4000421
4009344,4000044,4000422
4009345,4000044,4000423
4009346,4000044,4000424
4009347,4000044,4000425
4009348,4000044,4000426
4009349,4000044,4000427
4009350,4000044,4001278
4009351,4000044,4000443
4009352,4000044,4000444
4009353,4000044,4000445
4009354,4000044,4000446
4009355,4000044,4000447
4009356,4000044,4000448
4009357,4000044,4000449
4009358,4000044,4000450
4009359,4000044,4000451
4009360,4000044,4000452
4009361,4000044,4000453
4009362,4000044,4000454
4009363,4000044,4000455
4009364,4000044,4000456
4009365,4000044,4000457
4009366,4000044,4000458
4009367,4000044,4000459
4009368,4000044,4001273
4009369,4000044,4001302
4009370,4000044,4000460
4009371,4000044,4000461
4009372,4000044,4000462
4009373,4000044,4000463
4009374,4000044,4000464
4009375,4000044,4000465
4009376,4000044,4000466
4009377,4000044,4000467
4009387,4000044,4000516
4009388,4000044,4000517
4009389,4000044,4000518
4009390,4000044,4000519
4009391,4000044,4000520
4009392,4000044,4000521
4009393,4000044,4000522
4009394,4000044,4000523
4009399,4000044,4000548
4009401,4000044,4000556
4009402,4000044,4000557
4009403,4000044,4000558
4009404,4000044,4000559
4009405,4000044,4000560
4009406,4000044,4000561
4009407,4000044,4000562
4009408,4000044,4000564
4009409,4000044,4000565
4009410,4000044,4000566
4009411,4000044,4000568
4009412,4000044,4000569
4009413,4000044,4000571
4009417,4000044,4000599
4009418,4000044,4000600
4009419,4000044,4000602
4009420,4000044,4000603
4009421,4000044,4000604
4009422,4000044,4000605
4009423,4000044,4000606
4009424,4000044,4000607
4009425,4000044,4000608
4009427,4000044,4001277
4009428,4000044,4000637
4009429,4000044,4000638
4009430,4000044,4000639
4009431,4000044,4000641
4009432,4000044,4000642
4009433,4000044,4000643
4009434,4000044,4000645
4009435,4000044,4000646
4009436,4000044,4000657
4009446,4000044,4000674
4009447,4000044,4000675
4009448,4000044,4000676
4009449,4000044,4000677
4009450,4000044,4000678
4009451,4000044,4000679
4009452,4000044,4000680
4009453,4000044,4000681
4009454,4000044,4000682
4009455,4000044,4000683
4009456,4000044,4000684
4009457,4000044,4000685
4009468,4000045,4000308
4009469,4000045,4000309
4009470,4000045,4000310
4009471,4000045,4000311
4009472,4000045,4000312
4009478,4000045,4000317
4009479,4000045,4000318
4009480,4000045,4000319
4009481,4000045,4000320
4009482,4000045,4000321
4009483,4000045,4000322
4009484,4000045,4000323
4009485,4000045,4000324
4009502,4000045,4000343
4009503,4000045,4000344
4009504,4000045,4000345
4009505,4000045,4000346
4009506,4000045,4000347
4009507,4000045,4000348
4009508,4000045,4000349
4009509,4000045,4000350
4009510,4000045,4001271
4009511,4000045,4000351
4009512,4000045,4000356
4009513,4000045,4000357
4009514,4000045,4000358
4009515,4000045,4000359
4009516,4000045,4000360
4009517,4000045,4000361
4009518,4000045,4000363
4009519,4000045,4000364
4009520,4000045,4000365
4009521,4000045,4000366
4009522,4000045,4000367
4009523,4000045,4000368
4009524,4000045,4000369
4009525,4000045,4000370
4009526,4000045,4000371
4009527,4000045,4000372
4009529,4000045,4000387
4009536,4000045,4000397
4009537,4000045,4000398
4009538,4000045,4000399
4009539,4000045,4000400
4009540,4000045,4000401
4009541,4000045,4000402
4009542,4000045,4000403
4009543,4000045,4000404
4009552,4000045,4000416
4009553,4000045,4000417
4009554,4000045,4000418
4009555,4000045,4000419
4009556,4000045,4000420
4009557,4000045,4000421
4009558,4000045,4000422
4009559,4000045,4000423
4009560,4000045,4000424
4009561,4000045,4000425
4009562,4000045,4000426
4009563,4000045,4000427
4009568,4000045,4000444
4009569,4000045,4000445
4009570,4000045,4000446
4009571,4000045,4000447
4009575,4000045,4000451
4009577,4000045,4000453
4009579,4000045,4000455
4009580,4000045,4000456
4009581,4000045,4000457
4009582,4000045,4000458
4009583,4000045,4000459
4009584,4000045,4001273
4009585,4000045,4001302
4009586,4000045,4000460
4009587,4000045,4000461
4009588,4000045,4000462
4009589,4000045,4000463
4009590,4000045,4000464
4009591,4000045,4000465
4009592,4000045,4000466
4009593,4000045,4000467
4009599,4000045,4000480
4009600,4000045,4000481
4009601,4000045,4000482
4009602,4000045,4000483
4009603,4000045,4000484
4009604,4000045,4000485
4009605,4000045,4000486
4009615,4000045,4000516
4009616,4000045,4000517
4009617,4000045,4000518
4009618,4000045,4000519
4009619,4000045,4000520
4009620,4000045,4000521
4009621,4000045,4000522
4009622,4000045,4000523
4009623,4000045,4000529
4009624,4000045,4000530
4009625,4000045,4000531
4009626,4000045,4000532
4009627,4000045,4000533
4009628,4000045,4000535
4009629,4000045,4000536
4009630,4000045,4000537
4009631,4000045,4000538
4009632,4000045,4000539
4009633,4000045,4000540
4009634,4000045,4000541
4009635,4000045,4000542
4009636,4000045,4000543
4009637,4000045,4000544
4009638,4000045,4000546
4009639,4000045,4000547
4009640,4000045,4000548
4009641,4000045,4000549
4009642,4000045,4000550
4009643,4000045,4000552
4009644,4000045,4000553
4009645,4000045,4000554
4009646,4000045,4001328
4009647,4000045,4000555
4009648,4000045,4000557
4009649,4000045,4000558
4009650,4000045,4000559
4009651,4000045,4000560
4009652,4000045,4000561
4009653,4000045,4000562
4009654,4000045,4000563
4009655,4000045,4000564
4009656,4000045,4000565
4009657,4000045,4000566
4009658,4000045,4000568
4009659,4000045,4000569
4009660,4000045,4000570
4009661,4000045,4000571
4009670,4000045,4000599
4009671,4000045,4000600
4009672,4000045,4000601
4009673,4000045,4000602
4009674,4000045,4000603
4009675,4000045,4000604
4009676,4000045,4000605
4009677,4000045,4000606
4009678,4000045,4000607
4009679,4000045,4000608
4009683,4000045,4000623
4009684,4000045,4000624
4009686,4000045,4000626
4009687,4000045,4000627
4009688,4000045,4000628
4009689,4000045,4000629
4009690,4000045,4000630
4009691,4000045,4000631
4009692,4000045,4000632
4009693,4000045,4000633
4009694,4000045,4000634
4009695,4000045,4000635
4009697,4000045,4001324
4009698,4000045,4001277
4009699,4000045,4000637
4009700,4000045,4000638
4009701,4000045,4000639
4009702,4000045,4000641
4009703,4000045,4000642
4009704,4000045,4000643
4009705,4000045,4000645
4009706,4000045,4000646
4009716,4000045,4000657
4009717,4000045,4000658
4009718,4000045,4000659
4009719,4000045,4000660
4009721,4000045,4001280
4009722,4000045,4000666
4009723,4000045,4000667
4009724,4000045,4000668
4009725,4000045,4000669
4009726,4000045,4000670
4009727,4000045,4000671
4009728,4000045,4000672
4009729,4000045,4000673
4009730,4000045,4000674
4009731,4000045,4000675
4009732,4000045,4000676
4009733,4000045,4000677
4009734,4000045,4000678
4009735,4000045,4000680
