"NGAsubRSN","NGAsubEQID","NGAsubSSN"
4035248,4000195,4001482
4035249,4000195,4001483
4035250,4000195,4001484
4035251,4000195,4001485
4035252,4000195,4001486
4035253,4000195,4001487
4035254,4000195,4001573
4035256,4000195,4001493
4035257,4000195,4001494
4035258,4000195,4001495
4035259,4000195,4001496
4035260,4000195,4001497
4035261,4000195,4001576
4035262,4000195,4001498
4035263,4000195,4001499
4035264,4000195,4001577
4035265,4000195,4001500
4035271,4000195,4001436
4035272,4000195,4001589
4035487,4000199,4000406
4035489,4000199,4000407
4035490,4000199,4000409
4035492,4000199,4000490
4035493,4000199,4000497
4035496,4000199,4000651
4035497,4000199,4000652
4035498,4000199,4000653
4035499,4000199,4000654
4035500,4000199,4000656
4035512,4000200,4000406
4035513,4000200,4001287
4035515,4000200,4000407
4035516,4000200,4000408
4035517,4000200,4000409
4035526,4000200,4000490
4035531,4000200,4000495
4035532,4000200,4000497
4035545,4000200,4000651
4035546,4000200,4000652
4035547,4000200,4000653
4035548,4000200,4000654
4035550,4000200,4000656
4035599,4000202,4000283
4035600,4000202,4001270
4035601,4000202,4000285
4035602,4000202,4000287
4035603,4000202,4000288
4035604,4000202,4000289
4035605,4000202,4000290
4035606,4000202,4000291
4035608,4000202,4000409
4035609,4000202,4000473
4035610,4000202,4000478
4035611,4000202,4000489
4035612,4000202,4000490
4035613,4000202,4000491
4035614,4000202,4000492
4035615,4000202,4000493
4035616,4000202,4000494
4035617,4000202,4000495
4035618,4000202,4000496
4035619,4000202,4000497
4035620,4000202,4000498
4035621,4000202,4000573
4035622,4000202,4001276
4035623,4000202,4000574
4035624,4000202,4000575
4035625,4000202,4000576
4035626,4000202,4000647
4035627,4000202,4000648
4035628,4000202,4000649
4035629,4000202,4000650
4035630,4000202,4000651
4035631,4000202,4000652
4035632,4000202,4000653
4035633,4000202,4000654
4035634,4000202,4000655
4035635,4000202,4000656
4035640,4000203,4000405
4035641,4000203,4000406
4035642,4000203,4001287
4035643,4000203,4001326
4035644,4000203,4000407
4035645,4000203,4000408
4035646,4000203,4000409
4035648,4000203,4000429
4035651,4000203,4000473
4035653,4000203,4000490
4035656,4000203,4000496
4035657,4000203,4000497
4035664,4000203,4000649
4035665,4000203,4000650
4035666,4000203,4000651
4035667,4000203,4000652
4035668,4000203,4000653
4035669,4000203,4000654
4035670,4000203,4000656
4035709,4000205,4000290
4035712,4000205,4000489
4035713,4000205,4000490
4035714,4000205,4000491
4035715,4000205,4000492
4035716,4000205,4000493
4035717,4000205,4000494
4035718,4000205,4000495
4035719,4000205,4000496
4035720,4000205,4000497
4035721,4000205,4000498
4035722,4000205,4000573
4035723,4000205,4001276
4035724,4000205,4000574
4035725,4000205,4000575
4035726,4000205,4000576
4035727,4000205,4000647
4035728,4000205,4000648
4035729,4000205,4000649
4035731,4000205,4000651
4035732,4000205,4000652
4035733,4000205,4000654
4035736,4000206,4000285
4035737,4000206,4000289
4035738,4000206,4000290
4035739,4000206,4000291
4035742,4000206,4000408
4035743,4000206,4000409
4035746,4000206,4000473
4035747,4000206,4000489
4035748,4000206,4000490
4035749,4000206,4000491
4035750,4000206,4000492
4035751,4000206,4000493
4035752,4000206,4000494
4035753,4000206,4000495
4035754,4000206,4000496
4035755,4000206,4000497
4035756,4000206,4000498
4035757,4000206,4000573
4035758,4000206,4001276
4035759,4000206,4000574
4035760,4000206,4000575
4035761,4000206,4000576
4035762,4000206,4000647
4035763,4000206,4000648
4035764,4000206,4000649
4035765,4000206,4000650
4035766,4000206,4000651
4035767,4000206,4000652
4035768,4000206,4000653
4035769,4000206,4000654
4035770,4000206,4000655
4035771,4000206,4000656
4036086,4000211,4000343
4036087,4000211,4000356
4036088,4000211,4000357
4036089,4000211,4000358
4036090,4000211,4000361
4036091,4000211,4000363
4036092,4000211,4000365
4036093,4000211,4000366
4036094,4000211,4000367
4036095,4000211,4001599
4036096,4000211,4000368
4036097,4000211,4001310
4036098,4000211,4000370
4036099,4000211,4000371
4036100,4000211,4000372
4036101,4000211,4000373
4036102,4000211,4001433
4036103,4000211,4000419
4036104,4000211,4000420
4036105,4000211,4000421
4036106,4000211,4000422
4036107,4000211,4000423
4036108,4000211,4000424
4036109,4000211,4000426
4036116,4000211,4001274
4036118,4000211,4000518
4036119,4000211,4000519
4036120,4000211,4000520
4036121,4000211,4000521
4036122,4000211,4000522
4036123,4000211,4000523
4036124,4000211,4001275
4036125,4000211,4000524
4036127,4000211,4000557
4036128,4000211,4000559
4036129,4000211,4000560
4036130,4000211,4000561
4036131,4000211,4000562
4036132,4000211,4000563
4036133,4000211,4000564
4036134,4000211,4001353
4036135,4000211,4000638
4036136,4000211,4000639
4036137,4000211,4000640
4036138,4000211,4000641
4036139,4000211,4000642
4036140,4000211,4000643
4036141,4000211,4000644
4036142,4000211,4000645
4036143,4000211,4000675
4036144,4000211,4000676
4036145,4000211,4000677
4036146,4000211,4000678
4036147,4000211,4000679
4036148,4000211,4000680
4036151,4000211,4000684
4036152,4000211,4000685
4036588,4000217,4000686
4036589,4000217,4000687
4036590,4000217,4000688
4036591,4000217,4000689
4036592,4000217,4000690
4036593,4000217,4001388
4036594,4000217,4001765
4036595,4000217,4000691
4036596,4000217,4000692
4036597,4000217,4000693
4036598,4000217,4000694
4036599,4000217,4000695
4036600,4000217,4000696
4036601,4000217,4000697
4036602,4000217,4000698
4036603,4000217,4000699
4036604,4000217,4000700
4036605,4000217,4001389
4036624,4000217,4001366
4036625,4000217,4000818
4036626,4000217,4001395
4036628,4000217,4000819
4036629,4000217,4000820
4036630,4000217,4000821
4036631,4000217,4000822
4036632,4000217,4000823
4036633,4000217,4000824
4036634,4000217,4000825
4036635,4000217,4001769
4036636,4000217,4000826
4036637,4000217,4001397
4036638,4000217,4000827
4036639,4000217,4000828
4036640,4000217,4001770
4036641,4000217,4000829
4036675,4000217,4001047
4036676,4000217,4001400
4036677,4000217,4001048
4036678,4000217,4001049
4036680,4000217,4001796
4036681,4000217,4001401
4036683,4000217,4001403
4036684,4000217,4001404
4036686,4000217,4001407
4036710,4000217,4001083
4036711,4000217,4001084
4036712,4000217,4001085
4036713,4000217,4001086
4036714,4000217,4001087
4036715,4000217,4001088
4036716,4000217,4001089
4036717,4000217,4001090
4036718,4000217,4001091
4036733,4000217,4001129
4036737,4000217,4001133
4036745,4000217,4001151
4036746,4000217,4001152
4036747,4000217,4001153
4036752,4000217,4001158
4036753,4000217,4001159
4036754,4000217,4001160
4036755,4000217,4001161
4036756,4000217,4001162
4036757,4000217,4001163
4036758,4000217,4001164
4036759,4000217,4001165
4036760,4000217,4001166
4036761,4000217,4002169
4036762,4000217,4001167
4036763,4000217,4001168
4036764,4000217,4001169
4036765,4000217,4001170
4036766,4000217,4001171
4036767,4000217,4001172
4036788,4000217,4001227
4036789,4000217,4001228
4036790,4000217,4001229
4036791,4000217,4001230
4036793,4000217,4001232
4036802,4000186,4000785
4036803,4000186,4000786
4036804,4000186,4000788
4036805,4000186,4000789
4036808,4000186,4000793
4036813,4000186,4001284
4036814,4000186,4001006
4036815,4000186,4001009
4036816,4000186,4001010
4036817,4000186,4001011
4036818,4000186,4001012
4036819,4000186,4001014
4036820,4000186,4001015
4036822,4000186,4001017
4036825,4000186,4001052
4036826,4000186,4001054
4036827,4000186,4001055
4036828,4000186,4001056
4036829,4000186,4001057
4036830,4000186,4001059
4036831,4000186,4001061
4036832,4000186,4001062
4036833,4000186,4001063
4036834,4000186,4001064
4036837,4000187,4000785
4036838,4000187,4000787
4036839,4000187,4000788
4036840,4000187,4000789
4036841,4000187,4001281
4036842,4000187,4000791
4036843,4000187,4000792
4036844,4000187,4000793
4036845,4000187,4000794
4036846,4000187,4000795
4036847,4000187,4000797
4036849,4000187,4000800
4036850,4000187,4000801
4036851,4000187,4000802
4036854,4000187,4000814
4036856,4000187,4000976
4036857,4000187,4000977
4036860,4000187,4001062
4036863,4000187,4001066
4036865,4000187,4001068
4036867,4000188,4000753
4036868,4000188,4000754
4036869,4000188,4000755
4036870,4000188,4000756
4036871,4000188,4000758
4036872,4000188,4000759
4036873,4000188,4000762
4036874,4000188,4000764
4036875,4000188,4000785
4036876,4000188,4000786
4036877,4000188,4000787
4036878,4000188,4000788
4036879,4000188,4000789
4036880,4000188,4000790
4036881,4000188,4001281
4036882,4000188,4000791
4036883,4000188,4000792
4036884,4000188,4000793
4036885,4000188,4000795
4036886,4000188,4000796
4036887,4000188,4000797
4036888,4000188,4000798
4036889,4000188,4000799
4036890,4000188,4000800
4036891,4000188,4000802
4036893,4000188,4000806
4036894,4000188,4000807
4036895,4000188,4000808
4036896,4000188,4000810
4036897,4000188,4000812
4036899,4000188,4000814
4036903,4000188,4000840
4036905,4000188,4000975
4036906,4000188,4000976
4036907,4000188,4000977
4036908,4000188,4000978
4036909,4000188,4000979
4036910,4000188,4000980
4036911,4000188,4000981
4036912,4000188,4000983
4036913,4000188,4000984
4036914,4000188,4000985
4036915,4000188,4000986
4036916,4000188,4000987
4036917,4000188,4000988
4036918,4000188,4000989
4036919,4000188,4000991
4036920,4000188,4000992
4036921,4000188,4001286
4036926,4000188,4001136
4036928,4000188,4001140
4036929,4000188,4001142
4036930,4000188,4001143
4036931,4000188,4001175
4036932,4000188,4001177
4036933,4000188,4001178
4036934,4000188,4001179
4036935,4000188,4001180
4036936,4000188,4001181
4036937,4000188,4001182
4036938,4000188,4001183
4036939,4000188,4001185
4036940,4000188,4001186
4036941,4000188,4001187
4036942,4000188,4001188
4036943,4000188,4001208
4036956,4000189,4001756
4036957,4000189,4001757
4037045,4000190,4000874
4037046,4000190,4000875
4037047,4000190,4000876
4037048,4000190,4000877
4037049,4000190,4000878
4037050,4000190,4000879
4037052,4000190,4000881
4037053,4000190,4000882
4037054,4000190,4000883
4037055,4000190,4000884
4037056,4000190,4000885
4037059,4000190,4000890
4037060,4000190,4000891
4037061,4000190,4000892
4037063,4000190,4000897
4037067,4000191,4000874
4037068,4000191,4000875
4037069,4000191,4000876
4037070,4000191,4000877
4037071,4000191,4000878
4037074,4000191,4000881
4037075,4000191,4000882
4037076,4000191,4000883
4037077,4000191,4000884
4037078,4000191,4000885
4037081,4000191,4000890
4037082,4000191,4000891
4037085,4000192,4000756
4037086,4000192,4000757
4037087,4000192,4000758
4037088,4000192,4000759
4037089,4000192,4000762
4037090,4000192,4000763
4037091,4000192,4000764
4037100,4000192,4000980
4037101,4000192,4000981
4037104,4000192,4000986
4037105,4000192,4000987
4037106,4000192,4000988
4037107,4000192,4000991
4037108,4000192,4000992
4037113,4000193,4000690
4037114,4000193,4001388
4037115,4000193,4001765
4037116,4000193,4000691
4037118,4000193,4000693
4037120,4000193,4000696
4037121,4000193,4000697
4037122,4000193,4000698
4037123,4000193,4000700
4037127,4000193,4000824
4037128,4000193,4000825
4037131,4000193,4000828
4037138,4000193,4001087
4037139,4000193,4001088
4037140,4000193,4001089
4037141,4000193,4001090
4037142,4000193,4001091
4037147,4000193,4001151
4037148,4000193,4001152
4037149,4000193,4001153
4037150,4000193,4001154
4037151,4000193,4001155
4037152,4000193,4001156
4037153,4000193,4001157
4037154,4000193,4001158
4037155,4000193,4001159
4037156,4000193,4001160
4037157,4000193,4001161
4037158,4000193,4001162
4037159,4000193,4001163
4037160,4000193,4001164
4037161,4000193,4001165
4037162,4000193,4001166
4037163,4000193,4002169
4037164,4000193,4001167
4037165,4000193,4001168
4037166,4000193,4001171
4037167,4000193,4001172
4037168,4000193,4001173
4037171,4000193,4001224
4037173,4000193,4001228
4037174,4000193,4001229
4037176,4000193,4001232
4037211,4000195,4001658
4037212,4000195,4001659
4037213,4000195,4001660
4037214,4000195,4001661
4037215,4000195,4001662
4037216,4000195,4001663
4037236,4000195,4001686
4037237,4000195,4001687
4037238,4000195,4001688
4037239,4000195,4001689
4037240,4000195,4001690
4037241,4000195,4001691
4037242,4000195,4001692
4037243,4000195,4001693
4037244,4000195,4001889
4037246,4000195,4001890
4037247,4000195,4001749
4037252,4000195,4002125
4037257,4000195,4001698
4037259,4000195,4001700
4037261,4000195,4001702
4037262,4000195,4001703
4037263,4000195,4001900
4037264,4000195,4001704
4037265,4000195,4001705
4037266,4000195,4001706
4037267,4000195,4001707
4037268,4000195,4001901
4037269,4000195,4001708
4037413,4000199,4001418
4037414,4000199,4000915
4037415,4000199,4000916
4037416,4000199,4000917
4037436,4000200,4000903
4037437,4000200,4000904
4037438,4000200,4001418
4037439,4000200,4000915
4037440,4000200,4000917
4037441,4000200,4000918
4037457,4000202,4000874
4037458,4000202,4000875
4037460,4000202,4000877
4037463,4000202,4000881
4037464,4000202,4000882
4037465,4000202,4000883
4037466,4000202,4000884
4037467,4000202,4000885
4037468,4000202,4000886
4037470,4000202,4000888
4037471,4000202,4000889
4037472,4000202,4000890
4037473,4000202,4000892
4037474,4000202,4000893
4037475,4000202,4000894
4037476,4000202,4000896
4037477,4000202,4000897
4037478,4000202,4000898
4037479,4000202,4000901
4037481,4000202,4000904
4037489,4000203,4000902
4037490,4000203,4000904
4037492,4000203,4000914
4037493,4000203,4000915
4037494,4000203,4000916
4037495,4000203,4000917
4037496,4000203,4000918
4037513,4000205,4000881
4037514,4000205,4000882
4037515,4000205,4000883
4037519,4000205,4000891
4037523,4000206,4000877
4037524,4000206,4000878
4037525,4000206,4000881
4037526,4000206,4000882
4037527,4000206,4000883
4037528,4000206,4000885
4037530,4000206,4000889
4037531,4000206,4000890
4037532,4000206,4000891
4037533,4000206,4000892
4037535,4000206,4000897
4037538,4000206,4000903
4037703,4000211,4000785
4037704,4000211,4000786
4037705,4000211,4000787
4037706,4000211,4000788
4037707,4000211,4000789
4037708,4000211,4001281
4037709,4000211,4000791
4037710,4000211,4000792
4037711,4000211,4000793
4037712,4000211,4000794
4037713,4000211,4000795
4037714,4000211,4000796
4037715,4000211,4000797
4037716,4000211,4000798
4037717,4000211,4000799
4037718,4000211,4000800
4037719,4000211,4000801
4037720,4000211,4000802
4037721,4000211,4000803
4037724,4000211,4000807
4037727,4000211,4000814
4037728,4000211,4000975
4037729,4000211,4000976
4037730,4000211,4000977
4037731,4000211,4000978
4037733,4000211,4000980
4037734,4000211,4000981
4037741,4000211,4001286
4037755,4000211,4001068
4037756,4000211,4001175
4037760,4000211,4001180
4038083,4000218,4001270
4038087,4000218,4000289
4038089,4000218,4000291
4038090,4000218,4000313
4038096,4000218,4000325
4038097,4000218,4000327
4038098,4000218,4000328
4038099,4000218,4000329
4038100,4000218,4000330
4038102,4000218,4000335
4038103,4000218,4000336
4038104,4000218,4000337
4038107,4000218,4000340
4038108,4000218,4000341
4038109,4000218,4000405
4038110,4000218,4000406
4038111,4000218,4001287
4038112,4000218,4001326
4038113,4000218,4000407
4038114,4000218,4000408
4038115,4000218,4000409
4038117,4000218,4000415
4038118,4000218,4000428
4038119,4000218,4000429
4038120,4000218,4000431
4038121,4000218,4000432
4038122,4000218,4000433
4038123,4000218,4000435
4038124,4000218,4000436
4038125,4000218,4000443
4038128,4000218,4000448
4038129,4000218,4000449
4038131,4000218,4000453
4038132,4000218,4000454
4038139,4000218,4000473
4038140,4000218,4000476
4038141,4000218,4000477
4038142,4000218,4000478
4038143,4000218,4000489
4038144,4000218,4000490
4038145,4000218,4000491
4038146,4000218,4000493
4038147,4000218,4000494
4038148,4000218,4000495
4038149,4000218,4000496
4038150,4000218,4000497
4038155,4000218,4000581
4038156,4000218,4000582
4038159,4000218,4000590
4038160,4000218,4001352
4038161,4000218,4000591
4038162,4000218,4000592
4038163,4000218,4000593
4038164,4000218,4000594
4038166,4000218,4000616
4038167,4000218,4000617
4038168,4000218,4000618
4038169,4000218,4000619
4038170,4000218,4000647
4038171,4000218,4000648
4038172,4000218,4000649
4038173,4000218,4000650
4038174,4000218,4000651
4038175,4000218,4000652
4038176,4000218,4000653
4038177,4000218,4000654
4038178,4000218,4000655
4038179,4000218,4000656
4038435,4000218,4000727
4038438,4000218,4000730
4038456,4000218,4000897
4038460,4000218,4000901
4038461,4000218,4000902
4038462,4000218,4000903
4038463,4000218,4000904
4038465,4000218,4001418
4038467,4000218,4000907
4038468,4000218,4000908
4038469,4000218,4000909
4038470,4000218,4000910
4038471,4000218,4000911
4038472,4000218,4000912
4038473,4000218,4000913
4038474,4000218,4000914
4038475,4000218,4000915
4038476,4000218,4000916
4038477,4000218,4000917
4038478,4000218,4000918
4038480,4000218,4000928
4038481,4000218,4000929
4038602,4000221,4001729
4038605,4000221,4001731
4038606,4000221,4001732
4038607,4000221,4001733
4038608,4000221,4001734
4038609,4000221,4001735
4038610,4000221,4001736
4038611,4000221,4001641
4038612,4000221,4001737
4038613,4000221,4001738
4038614,4000221,4001739
4038615,4000221,4001740
4038616,4000221,4001642
4038617,4000221,4001741
4038618,4000221,4001742
4038619,4000221,4001743
4038620,4000221,4001643
4038621,4000221,4001644
4038643,4000221,4001754
4038644,4000221,4001755
4038645,4000221,4001756
4038646,4000221,4001757
4038812,4000224,4000279
4038813,4000224,4000280
4038814,4000224,4000281
4038815,4000224,4001598
4038816,4000224,4000282
4038817,4000224,4000283
4038818,4000224,4001270
4038819,4000224,4000284
4038820,4000224,4000285
4038821,4000224,4000286
4038822,4000224,4000288
4038823,4000224,4000289
4038824,4000224,4000290
4038825,4000224,4000291
4038829,4000224,4000307
4038830,4000224,4000308
4038831,4000224,4000309
4038832,4000224,4000310
4038833,4000224,4000311
4038834,4000224,4000312
4038835,4000224,4000313
4038836,4000224,4000314
4038837,4000224,4000315
4038838,4000224,4000316
4038839,4000224,4000317
4038840,4000224,4000318
4038841,4000224,4000319
4038842,4000224,4000320
4038843,4000224,4000321
4038844,4000224,4000322
4038845,4000224,4000323
4038846,4000224,4000324
4038847,4000224,4000325
4038848,4000224,4000327
4038849,4000224,4000328
4038850,4000224,4000329
4038851,4000224,4000330
4038852,4000224,4000331
4038853,4000224,4000332
4038854,4000224,4000333
4038855,4000224,4000334
4038856,4000224,4000335
4038857,4000224,4000336
4038858,4000224,4000337
4038859,4000224,4000338
4038860,4000224,4000339
4038861,4000224,4000340
4038862,4000224,4000341
4038863,4000224,4000342
4038864,4000224,4000343
4038865,4000224,4000344
4038866,4000224,4000345
4038867,4000224,4000346
4038868,4000224,4000347
4038869,4000224,4000348
4038870,4000224,4001309
4038871,4000224,4000349
4038872,4000224,4000350
4038873,4000224,4001271
4038876,4000224,4000356
4038877,4000224,4000357
4038878,4000224,4000358
4038879,4000224,4000359
4038880,4000224,4000360
4038881,4000224,4000361
4038882,4000224,4000362
4038883,4000224,4000363
4038884,4000224,4000364
4038885,4000224,4000365
4038886,4000224,4000366
4038887,4000224,4000367
4038888,4000224,4000368
4038889,4000224,4001310
4038890,4000224,4000369
4038891,4000224,4000370
4038892,4000224,4000371
4038893,4000224,4000372
4038894,4000224,4001272
4038895,4000224,4000373
4038899,4000224,4000378
4038902,4000224,4000383
4038903,4000224,4000387
4038909,4000224,4000398
4038910,4000224,4000399
4038911,4000224,4000400
4038912,4000224,4001511
4038913,4000224,4000401
4038914,4000224,4000402
4038915,4000224,4000403
4038916,4000224,4000404
4038917,4000224,4000405
4038918,4000224,4000406
4038919,4000224,4001287
4038920,4000224,4001326
4038921,4000224,4000407
4038922,4000224,4000408
4038923,4000224,4000409
4038925,4000224,4001288
4038926,4000224,4001301
4038927,4000224,4000416
4038928,4000224,4000418
4038929,4000224,4000419
4038930,4000224,4000420
4038931,4000224,4000421
4038932,4000224,4000422
4038933,4000224,4000423
4038934,4000224,4000424
4038935,4000224,4000425
4038936,4000224,4000426
4038937,4000224,4000427
4038938,4000224,4000428
4038939,4000224,4000429
4038940,4000224,4000430
4038941,4000224,4001596
4038942,4000224,4000431
4038943,4000224,4000433
4038944,4000224,4000434
4038945,4000224,4000435
4038946,4000224,4000436
4038947,4000224,4000437
4038948,4000224,4000438
4038949,4000224,4001355
4038950,4000224,4000439
4038951,4000224,4000440
4038952,4000224,4000443
4038953,4000224,4000444
4038954,4000224,4000445
4038955,4000224,4000446
4038956,4000224,4000447
4038957,4000224,4000448
4038958,4000224,4000449
4038959,4000224,4000450
4038960,4000224,4000451
4038961,4000224,4000452
4038962,4000224,4000453
4038963,4000224,4000454
4038964,4000224,4000455
4038965,4000224,4000456
4038966,4000224,4000457
4038967,4000224,4000458
4038968,4000224,4000459
4038969,4000224,4001273
4038970,4000224,4001302
4038971,4000224,4000460
4038972,4000224,4000461
4038973,4000224,4000462
4038974,4000224,4000463
4038975,4000224,4000464
4038976,4000224,4001600
4038977,4000224,4000465
4038978,4000224,4000466
4038979,4000224,4000468
4038980,4000224,4000469
4038981,4000224,4000470
4038982,4000224,4000472
4038983,4000224,4000473
4038984,4000224,4000474
4038985,4000224,4001327
4038986,4000224,4000475
4038987,4000224,4000476
4038988,4000224,4000477
4038989,4000224,4000478
4038990,4000224,4000479
4038991,4000224,4000481
4038992,4000224,4000482
4038993,4000224,4000483
4038994,4000224,4000484
4038995,4000224,4000485
4038996,4000224,4001638
4038997,4000224,4000489
4038998,4000224,4000490
4038999,4000224,4000491
4039000,4000224,4000492
4039001,4000224,4000493
4039002,4000224,4000494
4039003,4000224,4000495
4039004,4000224,4000496
4039005,4000224,4000497
4039006,4000224,4000498
4039015,4000224,4001274
4039016,4000224,4000516
4039017,4000224,4000517
4039018,4000224,4000518
4039019,4000224,4000520
4039020,4000224,4000521
4039021,4000224,4000522
4039022,4000224,4000523
4039023,4000224,4001275
4039024,4000224,4000524
4039026,4000224,4001299
4039027,4000224,4001528
4039028,4000224,4000530
4039029,4000224,4000531
4039030,4000224,4000532
4039032,4000224,4000535
4039033,4000224,4000536
4039034,4000224,4000537
4039035,4000224,4000538
4039036,4000224,4000539
4039037,4000224,4000540
4039038,4000224,4000541
4039039,4000224,4000543
4039041,4000224,4000545
4039042,4000224,4000546
4039043,4000224,4000547
4039044,4000224,4000548
4039045,4000224,4000550
4039046,4000224,4000551
4039047,4000224,4000552
4039048,4000224,4000553
4039049,4000224,4000554
4039050,4000224,4000556
4039051,4000224,4000557
4039052,4000224,4000558
4039053,4000224,4000559
4039054,4000224,4000560
4039055,4000224,4000562
4039056,4000224,4000563
4039057,4000224,4000564
4039058,4000224,4000565
4039059,4000224,4000566
4039060,4000224,4000567
4039061,4000224,4000568
4039062,4000224,4000569
4039063,4000224,4001637
4039064,4000224,4000570
4039065,4000224,4000571
4039066,4000224,4000572
4039067,4000224,4000573
4039068,4000224,4001276
4039069,4000224,4000574
4039070,4000224,4000575
4039071,4000224,4000576
4039072,4000224,4000582
4039075,4000224,4000585
4039076,4000224,4000586
4039077,4000224,4000587
4039078,4000224,4000589
4039079,4000224,4000591
4039080,4000224,4000592
4039081,4000224,4000593
4039082,4000224,4000594
4039083,4000224,4000595
4039084,4000224,4000596
4039086,4000224,4000599
4039087,4000224,4000600
4039088,4000224,4000601
4039089,4000224,4000602
4039090,4000224,4000603
4039091,4000224,4000604
4039092,4000224,4000605
4039093,4000224,4000606
4039094,4000224,4000607
4039095,4000224,4000608
4039101,4000224,4000611
4039102,4000224,4000613
4039103,4000224,4001289
4039104,4000224,4000616
4039105,4000224,4000617
4039106,4000224,4000618
4039107,4000224,4000619
4039114,4000224,4000631
4039119,4000224,4001277
4039120,4000224,4000638
4039121,4000224,4000639
4039122,4000224,4000640
4039123,4000224,4000641
4039124,4000224,4000642
4039125,4000224,4000643
4039126,4000224,4000644
4039127,4000224,4000645
4039128,4000224,4000646
4039129,4000224,4000647
4039130,4000224,4000648
4039131,4000224,4000649
4039132,4000224,4000650
4039133,4000224,4000651
4039134,4000224,4000652
4039135,4000224,4000653
4039136,4000224,4000654
4039137,4000224,4000655
4039138,4000224,4000656
4039139,4000224,4000657
4039140,4000224,4001279
4039141,4000224,4000658
4039142,4000224,4000659
4039143,4000224,4001300
4039144,4000224,4000660
4039145,4000224,4001307
4039146,4000224,4000661
4039147,4000224,4001280
4039148,4000224,4000666
4039149,4000224,4000667
4039150,4000224,4000668
4039151,4000224,4000669
4039152,4000224,4000671
4039153,4000224,4000672
4039154,4000224,4000673
4039155,4000224,4000675
4039156,4000224,4000676
4039157,4000224,4000677
4039158,4000224,4000678
4039159,4000224,4000679
4039160,4000224,4000680
4039161,4000224,4000681
4039162,4000224,4001322
4039163,4000224,4000682
4039164,4000224,4000683
4039165,4000224,4000684
4039166,4000224,4000685
4039170,4000225,4001598
4039171,4000225,4000282
4039172,4000225,4000283
4039173,4000225,4001270
4039174,4000225,4000284
4039175,4000225,4000285
4039176,4000225,4000286
4039177,4000225,4000287
4039178,4000225,4000288
4039179,4000225,4000289
4039180,4000225,4000290
4039181,4000225,4000291
4039196,4000225,4000325
4039197,4000225,4000327
4039199,4000225,4000329
4039200,4000225,4000330
4039206,4000225,4000336
4039207,4000225,4000337
4039211,4000225,4000341
4039218,4000225,4000405
4039219,4000225,4000406
4039220,4000225,4001287
4039221,4000225,4001326
4039222,4000225,4000407
4039223,4000225,4000408
4039224,4000225,4000409
4039233,4000225,4000428
4039234,4000225,4000429
4039235,4000225,4000430
4039237,4000225,4000431
4039238,4000225,4000432
4039239,4000225,4000433
4039240,4000225,4000434
4039241,4000225,4000435
4039242,4000225,4000436
4039249,4000225,4000449
4039250,4000225,4000450
4039251,4000225,4000451
4039272,4000225,4000472
4039273,4000225,4000473
4039276,4000225,4000476
4039277,4000225,4000477
4039278,4000225,4000478
4039279,4000225,4000479
4039280,4000225,4000489
4039281,4000225,4000490
4039282,4000225,4000491
4039283,4000225,4000492
4039284,4000225,4000493
4039285,4000225,4000494
4039286,4000225,4000495
4039287,4000225,4000496
4039288,4000225,4000497
4039289,4000225,4000498
4039300,4000225,4000573
4039301,4000225,4001276
4039302,4000225,4000574
4039303,4000225,4000575
4039304,4000225,4000576
4039316,4000225,4000594
4039331,4000225,4001289
4039332,4000225,4000615
4039333,4000225,4000616
4039334,4000225,4000617
4039335,4000225,4000618
4039336,4000225,4000619
4039341,4000225,4000647
4039342,4000225,4000648
4039343,4000225,4000649
4039344,4000225,4000650
4039345,4000225,4000651
4039346,4000225,4000652
4039347,4000225,4000653
4039348,4000225,4000654
4039349,4000225,4000655
4039350,4000225,4000656
4039566,4000224,4000701
4039567,4000224,4000702
4039568,4000224,4000703
4039569,4000224,4000704
4039570,4000224,4000705
4039571,4000224,4000706
4039572,4000224,4000707
4039573,4000224,4000708
4039574,4000224,4000709
4039575,4000224,4000710
4039576,4000224,4000711
4039577,4000224,4000712
4039578,4000224,4000713
4039579,4000224,4000714
4039580,4000224,4000715
4039581,4000224,4000716
4039582,4000224,4000717
4039583,4000224,4000718
4039584,4000224,4000719
4039585,4000224,4000720
4039586,4000224,4000721
4039587,4000224,4000722
4039588,4000224,4000723
4039589,4000224,4000724
4039590,4000224,4000725
4039591,4000224,4000726
4039592,4000224,4000727
4039593,4000224,4000728
4039594,4000224,4000729
4039595,4000224,4000730
4039596,4000224,4000731
4039597,4000224,4000732
4039598,4000224,4000733
4039599,4000224,4000734
4039600,4000224,4000735
4039601,4000224,4000736
4039602,4000224,4000737
4039603,4000224,4000738
4039604,4000224,4000739
4039605,4000224,4000740
4039606,4000224,4000741
4039607,4000224,4000742
4039608,4000224,4000743
4039609,4000224,4000744
4039610,4000224,4000745
4039611,4000224,4000746
4039612,4000224,4000747
4039613,4000224,4000748
4039614,4000224,4000749
4039615,4000224,4000750
4039616,4000224,4000751
4039617,4000224,4000752
4039645,4000224,4000785
4039646,4000224,4000786
4039647,4000224,4000787
4039648,4000224,4000788
4039649,4000224,4000789
4039650,4000224,4000790
4039651,4000224,4001281
4039652,4000224,4000791
4039653,4000224,4000792
4039654,4000224,4000793
4039655,4000224,4000794
4039656,4000224,4000795
4039657,4000224,4000796
4039659,4000224,4000798
4039660,4000224,4000799
4039661,4000224,4000800
4039662,4000224,4000801
4039663,4000224,4000802
